# This file was automatically generated by Contrib::SKR03Mapping::Generators::ClassificationJsonBuilder
# Columns: code; flags; range; cid; presentation_rule; description
4200;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Raumkosten
4210;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Miete (unbewegliche Wirtschaftsgüter)
4211;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen für gemietete oder gepachtete unbewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind
4212;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Miete/Aufwendungen für doppelte Haushaltsführung Unternehmer
4215;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Leasing (unbewegliche Wirtschaftsgüter)
4219;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Vergütungen an Mitunternehmer für die mietweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4220;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Pacht (unbewegliche Wirtschaftsgüter)
4222;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter
4228;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Miet- und Pachtnebenkosten, die gewerbesteuerlich nicht hinzuzurechnen sind
4229;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Vergütungen an Mitunternehmer für die pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4230;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Heizung
4240;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Gas, Strom, Wasser
4250;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reinigung
4260;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Instandhaltung betrieblicher Räume
4270;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abgaben für betrieblich genutzten Grundbesitz
4280;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige Raumkosten
4287;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Tagespauschale für die Tätigkeit in der häuslichen Wohnung
4288;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen für ein häusliches Arbeitszimmer (abziehbarer Anteil)
4289;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen für ein häusliches Arbeitszimmer (nicht abziehbarer Anteil)
4290;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Grundstücksaufwendungen betrieblich
4300;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Nicht abziehbare Vorsteuer
4301;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Nicht abziehbare Vorsteuer 7 %
4304;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Nicht abziehbare Vorsteuer 19 %
4320;;;;pnl_only;Gewerbesteuer
4340;;;guv.sonstige_steuern;unknown;Sonstige Betriebssteuern
4350;;;guv.sonstige_steuern;unknown;Verbrauchsteuer (sonstige Steuern)
4355;;;guv.sonstige_steuern;unknown;Ökosteuer
4360;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Versicherungen
4366;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Versicherungen für Gebäude
4370;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Netto-Prämie für Rückdeckung künftiger Versorgungsleistungen
4380;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Beiträge
4390;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige Abgaben
4396;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Steuerlich abzugsfähige Verspätungszuschläge und Zwangsgelder
4397;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Steuerlich nicht abzugsfähige Verspätungszuschläge und Zwangsgelder
4400;;4400-4499;guv.sonstige_betriebliche_aufwendungen;pnl_only;(zur freien Verfügung)
4500;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fahrzeugkosten
4510;;;guv.sonstige_steuern;unknown;Kfz-Steuer
4520;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fahrzeug-Versicherungen
4530;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Laufende Fahrzeug-Betriebskosten
4540;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fahrzeug-Reparaturen
4550;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Garagenmiete
4560;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Mautgebühren
4570;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Mietleasing Kfz
4575;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Mietleasingaufwendungen für Elektrofahrzeuge und Fahrräder, die gewerbesteuerlich hinzuzurechnen sind
4580;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige Fahrzeugkosten
4590;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kosten für betrieblich genutzte zum Privatvermögen gehörende Fahrzeuge
4595;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fremdfahrzeugkosten
4600;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Werbekosten
4605;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Streuartikel
4630;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Geschenke abzugsfähig ohne § 37b EStG
4631;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Geschenke abzugsfähig mit § 37b EStG
4632;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Pauschale Steuer für Geschenke und Zuwendungen abzugsfähig
4635;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Geschenke nicht abzugsfähig ohne § 37b EStG
4636;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Geschenke nicht abzugsfähig mit § 37b EStG
4637;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Pauschale Steuer für Geschenke und Zuwendungen nicht abzugsfähig
4638;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Geschenke ausschließlich betrieblich genutzt
4639;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zugaben mit § 37b EStG
4640;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Repräsentationskosten
4650;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Bewirtungskosten
4651;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil)
4652;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)
4653;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufmerksamkeiten
4654;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Nicht abzugsfähige Bewirtungskosten
4655;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Nicht abzugsfähige Betriebsausgaben aus Werbe- und Repräsentationskosten
4660;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Arbeitnehmer
4663;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Arbeitnehmer Fahrtkosten
4664;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Arbeitnehmer Verpflegungsmehraufwand
4666;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Arbeitnehmer Übernachtungsaufwand
4668;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kilometergelderstattung Arbeitnehmer
4670;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Unternehmer
4672;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Unternehmer (nicht abziehbarer Anteil)
4673;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Unternehmer Fahrtkosten
4674;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Unternehmer Verpflegungsmehraufwand
4676;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten
4678;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fahrten zwischen Wohnung und Betriebsstätte und Familienheimfahrten (abziehbarer Anteil) - Fahrzeuge im Betriebsvermögen
4679;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fahrten zwischen Wohnung und Betriebsstätte und Familienheimfahrten (nicht abziehbarer Anteil) - Fahrzeuge im Betriebsvermögen
4680;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fahrten zwischen Wohnung und Betriebsstätte und Familienheimfahrten (Haben) - Fahrzeuge im Betriebsvermögen
4681;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verpflegungsmehraufwendungen im Rahmen der doppelten Haushaltsführung Unternehmer
4700;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kosten der Warenabgabe
4710;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verpackungsmaterial
4730;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Ausgangsfrachten
4750;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Transportversicherungen
4760;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verkaufsprovisionen
4790;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwand für Gewährleistungen
4800;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reparaturen und Instandhaltungen von technischen Anlagen und Maschinen
4801;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reparaturen und Instandhaltung von Bauten
4805;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Reparaturen und Instandhaltungen von anderen Anlagen und Betriebs- und Geschäftsausstattung
4806;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Wartungskosten für Hard- und Software
4808;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuführung zu Aufwandsrückstellungen
4809;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige Reparaturen und Instandhaltungen
4810;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Mietleasing bewegliche Wirtschaftsgüter für technische Anlagen und Maschinen
4815;;;;asset_only;Kaufleasing
4822;;;;asset_only;Abschreibungen auf immaterielle Vermögensgegenstände
4823;;;;asset_only;Abschreibungen auf selbst geschaffene immaterielle Vermögensgegenstände
4824;;;;asset_only;Abschreibungen auf den Geschäfts- oder Firmenwert
4825;;;;asset_only;Außerplanmäßige Abschreibungen auf den Geschäfts- oder Firmenwert
4826;;;;asset_only;Außerplanmäßige Abschreibungen auf immaterielle Vermögensgegenstände
4827;;;;asset_only;Außerplanmäßige Abschreibungen auf selbst geschaffene immaterielle Vermögensgegenstände
4830;;;;asset_only;Abschreibungen auf Sachanlagen (ohne AfA auf Fahrzeuge und Gebäude)
4831;;;;asset_only;Abschreibungen auf Gebäude
4832;;;;asset_only;Abschreibungen auf Fahrzeuge
4833;;;;asset_only;Abschreibungen auf Gebäudeanteil des häuslichen Arbeitszimmers
4840;;;;asset_only;Außerplanmäßige Abschreibungen auf Sachanlagen
4841;;;;asset_only;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung der Gebäude
4842;;;;asset_only;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung der Fahrzeuge
4843;;;;asset_only;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung sonstiger Wirtschaftsgüter
4850;;;;asset_only;Abschreibungen auf Sachanlagen auf Grund steuerlicher Sondervorschriften
4851;;;;asset_only;Sonderabschreibungen nach § 7g Abs. 5 EStG (ohne Fahrzeuge)
4852;;;;asset_only;Sonderabschreibungen nach § 7g Abs. 5 EStG (für Fahrzeuge)
4853;;;;asset_only;Kürzung der Anschaffungs- oder Herstellungskosten nach § 7g Abs. 2 EStG (ohne Fahrzeuge)
4854;;;;asset_only;Kürzung der Anschaffungs- oder Herstellungskosten nach § 7g Abs. 2 EStG (für Fahrzeuge)
4855;;;;asset_only;Sofortabschreibung geringwertiger Wirtschaftsgüter
4856;;;;asset_only;Sonderabschreibungen nach § 7b EStG (Mietwohnungsneubau)
4859;;;;asset_only;Abzugsbetrag nach § 6b EStG
4860;;;;asset_only;Abschreibungen auf aktivierte,
4862;;;;asset_only;Abschreibungen auf den Sammelposten Wirtschaftsgüter
4865;;;;asset_only;Außerplanmäßige Abschreibungen auf aktivierte, geringwertige Wirtschaftsgüter
4866;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Finanzanlagen (nicht dauerhaft)
4870;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Finanzanlagen (dauerhaft)
4871;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG (dauerhaft)
4872;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Aufwendungen auf Grund von Verlustanteilen an gewerblichen und selbständigen Mitunternehmerschaften, § 8 GewStG bzw. § 18 EStG
4873;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Finanzanlagen auf Grund § 6b EStG-Rücklage, § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG
4874;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Finanzanlagen auf Grund § 6b EStG-Rücklage
4875;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Wertpapiere des Umlaufvermögens
4876;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Wertpapiere des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG
4877;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Finanzanlagen - verbundene Unternehmen
4878;;;guv.abschreibungen_auf_finanzanlagen_und_auf_wertpapiere_des_uml;unknown;Abschreibungen auf Wertpapiere des Umlaufvermögens - verbundene Unternehmen
4880;;;;equity_only;Abschreibungen auf sonstige Vermögensgegenstände des Umlaufvermögens (soweit unüblich hoch)
4882;;;;equity_only;Abschreibungen auf Umlaufvermögen, steuerrechtlich bedingt (soweit unüblich hoch)
4886;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abschreibungen auf Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens (übliche Höhe)
4887;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abschreibungen auf Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens, steuerrechtlich bedingt (übliche Höhe)
4892;;;;equity_only;Abschreibungen auf Roh-, Hilfs- und Betriebsstoffe/Waren (soweit unübliche Höhe)
4893;;;;equity_only;Abschreibungen auf fertige und unfertige Erzeugnisse (soweit unübliche Höhe)
4900;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige betriebliche Aufwendungen
4902;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Interimskonto für Aufwendungen in einem anderen Land, bei denen eine Vorsteuervergütung möglich ist
4905;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige Aufwendungen betrieblich und regelmäßig
4909;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fremdleistungen/Fremdarbeiten
4910;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Porto
4920;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Telefon
4925;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Internetkosten
4930;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Bürobedarf
4940;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zeitschriften, Bücher, digitale Medien (Fachliteratur)
4945;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Fortbildungskosten
4946;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Freiwillige Sozialleistungen
4948;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige Vergütungen an Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4949;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Haftungsvergütung an Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4950;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Rechts- und Beratungskosten
4955;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Buchführungskosten
4957;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abschluss- und Prüfungskosten
4958;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter
4959;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Vergütungen an Mitunternehmer für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4960;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Mieten für Einrichtungen (bewegliche Wirtschaftsgüter)
4961;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Pacht (bewegliche Wirtschaftsgüter)
4963;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen für gemietete oder gepachtete bewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind
4964;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen für die zeitlich befristete Überlassung von Rechten (Lizenzen, Konzessionen)
4965;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Mietleasing bewegliche Wirtschaftsgüter für Betriebs- und Geschäftsausstattung
4969;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen für Abraum- und Abfallbeseitigung
4970;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Nebenkosten des Geldverkehrs
4971;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verwahrentgelt
4975;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen aus Anteilen an Kapitalgesellschaften §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 und 4 KStG
4976;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Veräußerungskosten § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Buchgewinn)
4977;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Veräußerungskosten § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (bei Buchverlust)
4980;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstiger Betriebsbedarf
4984;;;;;Genossenschaftliche Rückvergütung an Mitglieder
4985;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Werkzeuge und Kleingeräte
4990;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kalkulatorischer Unternehmerlohn
4991;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kalkulatorische Miete und Pacht
4992;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kalkulatorische Zinsen
4993;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kalkulatorische Abschreibungen
4994;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kalkulatorische Wagnisse
4995;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Kalkulatorischer Lohn für unentgeltliche Mitarbeiter
4996;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Herstellungskosten
4997;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verwaltungskosten
4998;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Vertriebskosten
4999;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Gegenkonto 4996-4998
5000;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;
5999;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;
6000;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;
6999;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;
7000;;;b.aktiva.umlaufvermoegen.vorraete.unfertige_erzeugnisse_unfertige_leistungen;unknown;Unfertige Erzeugnisse, unfertige Leistungen (Bestand)
7050;;;b.aktiva.umlaufvermoegen.vorraete.unfertige_erzeugnisse_unfertige_leistungen;unknown;Unfertige Erzeugnisse (Bestand)
7080;;;b.aktiva.umlaufvermoegen.vorraete.unfertige_erzeugnisse_unfertige_leistungen;unknown;Unfertige Leistungen (Bestand)
7090;;;;unknown;In Ausführung befindliche Bauaufträge
7095;;;;unknown;In Arbeit befindliche Aufträge
7100;;;b.aktiva.umlaufvermoegen.vorraete.fertige_erzeugnisse_und_waren;unknown;Fertige Erzeugnisse und Waren (Bestand)
7110;;;b.aktiva.umlaufvermoegen.vorraete.fertige_erzeugnisse_und_waren;unknown;Fertige Erzeugnisse (Bestand)
7140;;;b.aktiva.umlaufvermoegen.vorraete.fertige_erzeugnisse_und_waren;unknown;Waren (Bestand)
8000;;8000-8099;guv.umsatzerloese;pnl_only;Umsatzerlöse (Zur freien Verfügung)
8100;AM;8100-8104;guv.umsatzerloese;pnl_only;Steuerfreie Umsätze § 4 Nr. 8 ff. UStG
8105;AM;;guv.umsatzerloese;pnl_only;Steuerfreie Umsätze nach § 4 Nr. 12 UStG (Vermietung und Verpachtung)
8110;AM;;guv.umsatzerloese;pnl_only;Sonstige steuerfreie Umsätze Inland
8120;AM;;guv.umsatzerloese;pnl_only;Steuerfreie Umsätze nach § 4 Nr. 1a UStG
8125;AM;;guv.umsatzerloese;pnl_only;Steuerfreie innergemeinschaftliche Lieferungen nach § 4 Nr. 1b UStG
8128;R;;guv.umsatzerloese;pnl_only;Lieferungen des ersten Abnehmers bei innergemeinschaftlichen Dreiecksgeschäften § 25b Abs. 2 UStG
8135;AM;;guv.umsatzerloese;pnl_only;Steuerfreie innergemeinschaftliche Lieferungen von Neufahrzeugen an Abnehmer ohne USt-Id.-Nr.
8140;AM;;guv.umsatzerloese;pnl_only;Steuerfreie Umsätze Offshore usw.
8150;AM;;guv.umsatzerloese;pnl_only;Sonstige steuerfreie Umsätze (z. B. § 4 Nr. 2 bis 7 UStG)
8160;AM;;guv.umsatzerloese;pnl_only;Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend, § 4 UStG
8165;AM;;guv.umsatzerloese;pnl_only;Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend
8190;;;guv.umsatzerloese;pnl_only;Erlöse, die mit den Durchschnittssätzen des § 24 UStG versteuert werden
8191;AM;;guv.umsatzerloese;pnl_only;Umsatzerlöse nach §§ 25 und 25a UStG 19 % USt
8192;AM;;guv.umsatzerloese;pnl_only;Steuerfreie Erlöse Kleinunternehmer nach § 19 Abs. 1 UStG
8193;;;guv.umsatzerloese;pnl_only;Umsatzerlöse nach §§ 25 und 25a UStG ohne USt
8194;AM;;guv.umsatzerloese;pnl_only;Umsatzerlöse aus Reiseleistungen § 25 Abs. 2 UStG, steuerfrei
8195;;;guv.umsatzerloese;pnl_only;Erlöse als Kleinunternehmer nach § 19 Abs. 1 UStG a. F.
8196;AM;;guv.umsatzerloese;pnl_only;Erlöse aus Geldspielautomaten 19 % USt
8197;R;8197-8198;guv.umsatzerloese;pnl_only;
8200;;;guv.umsatzerloese;pnl_only;Erlöse
8290;AM;;guv.umsatzerloese;pnl_only;Erlöse 0 % USt
8300;AM;8300-8309;guv.umsatzerloese;pnl_only;Erlöse 7 % USt
8310;AM;8310-8314;guv.umsatzerloese;pnl_only;Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt
8315;AM;;guv.umsatzerloese;pnl_only;Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt
8320;;;guv.umsatzerloese;pnl_only;Erlöse aus im anderen EU-Land steuerpflichtigen Lieferungen, im Inland nicht steuerbar
8330;R;;guv.umsatzerloese;pnl_only;
8331;;;guv.umsatzerloese;pnl_only;Erlöse aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen
8332;R;;guv.umsatzerloese;pnl_only;
8333;;;guv.umsatzerloese;pnl_only;
8334;AM;;guv.umsatzerloese;pnl_only;Erlöse 7 % USt
8335;AM;;guv.umsatzerloese;pnl_only;Erlöse aus Lieferungen von Mobilfunkgeräten, Tablet-Computern, Spielekonsolen und integrierten Schaltkreisen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet
8336;AM;;guv.umsatzerloese;pnl_only;Erlöse aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen, für die der Leistungsempfänger die Umsatzsteuer schuldet
8337;AM;;guv.umsatzerloese;pnl_only;Erlöse aus Leistungen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet
8338;AM;;guv.umsatzerloese;pnl_only;Erlöse aus im Drittland steuerbaren Leistungen, im Inland nicht steuerbare Umsätze
8339;AM;;guv.umsatzerloese;pnl_only;Erlöse aus im anderen EU-Land steuerbaren Leistungen, im Inland nicht steuerbare Umsätze
8340;AM;;guv.umsatzerloese;pnl_only;Erlöse 16 % USt
8400;AM;;guv.umsatzerloese;pnl_only;Erlöse 19 % USt
8410;AM;;guv.umsatzerloese;pnl_only;Erlöse 19 % USt
8420;R;;guv.umsatzerloese;pnl_only;
8449;AM;;guv.umsatzerloese;pnl_only;Erlöse aus im Inland steuerpflichtigen elektronischen Dienstleistungen 19 % USt
8499;;;guv.umsatzerloese;pnl_only;Nebenerlöse (Bezug zu Materialaufwand)
8500;;;;;Sonderbetriebseinnahmen, Tätigkeitsvergütung
8501;;;;;Sonderbetriebseinnahmen, Miet-/Pachteinnahmen
8502;;;;;Sonderbetriebseinnahmen, Zinseinnahmen
8503;;;;;Sonderbetriebseinnahmen, Haftungsvergütung
8504;;;;;Sonderbetriebseinnahmen, Pensionszahlungen
8505;;;;;Sonderbetriebseinnahmen, sonstige Sonderbetriebseinnahmen
8510;;;guv.umsatzerloese;pnl_only;Provisionsumsätze
8511;R;8511-8513;guv.umsatzerloese;pnl_only;
8514;AM;;guv.umsatzerloese;pnl_only;Provisionsumsätze steuerfrei § 4 Nr. 8 ff. UStG
8515;AM;;guv.umsatzerloese;pnl_only;Provisionsumsätze steuerfrei § 4 Nr. 5 UStG
8516;R;8516-8518;guv.umsatzerloese;pnl_only;
8519;AM;;guv.umsatzerloese;pnl_only;Provisionsumsätze 19 % USt
8520;;;guv.umsatzerloese;pnl_only;Erlöse Abfallverwertung
8540;;;guv.umsatzerloese;pnl_only;Erlöse Leergut
8570;;;guv.umsatzerloese;pnl_only;Sonstige Erträge aus Provisionen, Lizenzen und Patenten
8571;R;8571-8573;guv.umsatzerloese;pnl_only;
8574;AM;;guv.umsatzerloese;pnl_only;Sonstige Erträge aus Provisionen, Lizenzen und Patenten, steuerfrei § 4 Nr. 8f. UStG
8575;AM;;guv.umsatzerloese;pnl_only;Sonstige Erträge aus Provisionen, Lizenzen und Patenten, steuerfrei § 4 Nr. 5 UStG
8576;AM;;guv.umsatzerloese;pnl_only;Sonstige Erträge aus Provisionen, Lizenzen und Patenten 7 % USt
8577;R;8577-8578;guv.umsatzerloese;pnl_only;
8579;AM;;guv.umsatzerloese;pnl_only;Sonstige Erträge aus Provisionen, Lizenzen und Patenten 19 % USt
8580;;;guv.umsatzerloese;pnl_only;Statistisches Konto Erlöse zum allgemeinen Umsatzsteuersatz (EÜR)
8581;;;guv.umsatzerloese;pnl_only;Statistisches Konto Erlöse zum ermäßigten Umsatzsteuersatz (EÜR)
8582;;;guv.umsatzerloese;pnl_only;Statistisches Konto Erlöse steuerfrei und nicht steuerbar (EÜR)
